repo,loc,ehloc,num_classes,userdefined_exceptions,num_methods,num_methods_throw,num_public_methods,num_public_methods_throws,num_nonpublic_methods,num_nonpublic_methods_throws,percent_nonpublic_method_throws,num_throw_statements,num_try,num_catch,empty_catchs,throw_on_catch,return_on_catch,return_on_finall,log_on_finally,specific_action_onfinally
commonsguy/cwac-camera,6726,590,39,1,573,65,354,40,219,25,11.415525114155251,55,30,28,0,22,6,0,0,2
twitter/hraven,16309,778,139,5,1005,184,691,122,314,62,19.745222929936308,109,112,92,0,37,3,0,5,56
yui/yuicompressor,6001,196,12,0,192,20,15,2,177,18,10.16949152542373,17,32,21,0,2,1,0,0,17
sunlightlabs/congress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frankiesardo/icepick,1405,26,22,0,131,6,80,5,51,1,1.9607843137254901,4,4,8,0,4,2,0,0,0
vexsoftware/votifier,503,73,12,0,35,6,24,0,11,6,54.54545454545454,2,10,13,0,1,1,0,0,0
sbadakhc/buildmetadata-maven-plugin,4597,109,58,2,316,36,157,13,159,23,14.465408805031446,39,30,37,0,0,0,0,0,0
nuodb/migration-tools,46843,1646,861,27,5273,903,3737,499,1536,404,26.302083333333332,273,256,196,0,143,11,0,0,94
toby941/yaqing,16680,470,148,0,1298,79,936,46,362,33,9.116022099447514,84,100,106,0,29,24,0,0,0
vert-x/mod-mongo-persistor,556,18,3,0,32,3,14,2,18,1,5.555555555555555,3,4,4,0,0,0,0,0,0
yagoki/mtech,5481,11,60,0,1,0,1,0,0,0,0,0,11,11,0,0,0,0,0,0
gwt-test-utils/gwt-test-utils-samples,1248,6,38,0,103,12,69,6,34,6,17.647058823529413,6,0,0,0,0,0,0,0,0
yarl/vicuna,10291,342,23,0,583,91,364,78,219,13,5.93607305936073,57,64,93,0,0,7,0,0,0
hpehl/piriti,12540,111,368,2,985,39,747,24,238,15,6.302521008403361,42,29,29,0,0,0,0,0,0
kreed/vanilla,9953,74,51,0,112,2,68,2,44,0,0.0,25,12,13,0,0,1,0,0,0
jakewharton/nineoldandroids,6430,166,47,1,653,0,450,0,203,0,0.0,25,25,32,0,12,2,0,0,1
maxmind/geoip-api-java,11519,126,27,0,53,15,39,14,14,1,7.142857142857142,4,31,31,0,0,10,0,0,0
jikoo/booksuite,3495,230,24,0,218,5,181,2,37,3,8.108108108108109,5,31,37,0,0,14,0,0,1
rometools/rome-modules,13127,344,235,2,1438,87,1276,63,162,24,14.814814814814813,44,67,73,0,6,2,0,0,0
vkolodrevskiy/spring-social-vkontakte,2061,38,96,1,192,10,173,6,19,4,21.052631578947366,10,4,4,0,2,1,0,0,0
jboss-sso/processflowprovision,9147,1130,107,1,666,107,535,65,131,42,32.06106870229007,203,197,187,0,132,6,0,1,59
lucvannier/gotha,31175,2975,68,2,1577,242,931,199,646,43,6.656346749226007,7,666,751,0,1,10,0,0,0
johnlindquist/acejump,418,0,4,0,58,0,14,0,44,0,0.0,0,0,0,0,0,0,0,0,0
snoozesoftware/snoozeclient,4723,123,74,4,331,8,189,5,142,3,2.112676056338028,51,10,21,0,0,0,0,0,0
syllant/idea-plugin-remotesynchronizer,5191,14,75,0,466,2,355,2,111,0,0.0,0,14,13,0,0,0,0,0,0
sreichholf/dreamdroid,16771,341,170,0,1221,2,861,2,360,0,0.0,22,60,74,0,2,11,0,0,0
jankotek/jdbm3,16646,1425,108,0,1087,429,760,292,327,137,41.896024464831804,236,325,332,0,79,15,0,0,30
johnkil/android-appmsg,601,3,3,0,73,0,45,0,28,0,0.0,2,0,0,0,0,0,0,0,0
maoo/maven-tiles,252,14,3,0,14,5,9,2,5,3,60.0,5,2,5,0,5,0,0,0,0
davidbrazdil/dexter,68052,3104,668,8,2969,159,1652,100,1317,59,4.479878511769172,348,392,438,0,81,26,0,2,19
sammyiam/moppy,1840,98,22,0,133,9,82,6,51,3,5.88235294117647,1,22,24,0,0,0,0,0,0
the-fascinator/the-fascinator,11809,1649,117,12,903,283,733,250,170,33,19.411764705882355,140,293,346,0,107,41,0,0,0
lviggiano/owner,6358,373,108,3,602,181,437,141,165,40,24.242424242424242,31,69,37,0,10,7,0,1,34
pentaho/mondrian,228603,7901,905,15,14649,1439,10511,1245,4138,194,4.688255195746738,2089,1026,872,0,328,58,13,21,480
ellbristow/mychunk,6144,162,21,0,213,6,118,3,95,3,3.1578947368421053,5,28,29,0,0,17,0,0,0
photobucket/solbase,6851,780,61,1,385,141,271,92,114,49,42.98245614035088,59,124,137,0,23,3,0,0,49
atlan1/apiplus,10259,511,202,0,827,27,643,18,184,9,4.891304347826087,15,104,113,0,0,62,0,0,0
brutall/brut.apktool,31352,1588,300,10,2418,335,1531,194,887,141,15.89627959413754,622,192,184,0,124,12,0,0,10
hamcrest/javahamcrest,7434,149,161,0,912,60,717,51,195,9,4.615384615384616,24,23,22,0,9,4,0,0,25
openplanets/plato,41168,2364,524,19,4085,377,3581,284,504,93,18.452380952380953,191,342,381,0,90,65,0,0,47
threeten/threeten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rbonifacio/mmunb,3059,244,45,1,236,45,209,44,27,1,3.7037037037037033,16,41,42,0,9,1,0,0,4
netflix/rxjava,50814,2529,481,3,4868,205,4316,189,552,16,2.898550724637681,437,430,396,0,89,21,3,1,102
rombert/desktop-maven-notifier,418,13,14,0,38,10,25,5,13,5,38.46153846153847,0,3,3,0,0,0,0,0,0
simpleserver/simpleserver,19519,1362,250,0,1794,269,1095,95,699,174,24.892703862660944,51,277,265,0,19,33,0,5,46
telecapoland/jamendo-android,8385,479,115,0,550,41,473,27,77,14,18.181818181818183,21,80,125,0,20,33,0,0,0
elasticsearch/elasticsearch-cloud-aws,1427,69,23,0,74,11,49,4,25,7,28.000000000000004,8,13,13,0,2,3,0,0,0
spring-projects/spring-hadoop-samples,1524,30,50,0,97,38,71,28,26,10,38.46153846153847,2,6,7,0,2,0,0,0,0
stapler/stapler,13805,985,244,5,1469,486,1046,347,423,139,32.860520094562645,232,150,181,0,130,21,0,0,23
robinjam/ports,1166,50,27,0,67,0,51,0,16,0,0.0,0,9,9,0,0,0,0,0,0
jbundle/jbundle,152194,6334,1609,3,12980,746,12142,736,838,10,1.1933174224343674,225,1152,1353,0,113,129,0,1,8
mdeinum/pro-spring-mvc-code,12520,244,293,1,1222,118,1041,99,181,19,10.497237569060774,40,51,55,0,11,2,0,0,1
tvdzwan/hypercon,4244,74,44,0,222,2,160,1,62,1,1.6129032258064515,1,19,20,0,1,0,0,0,0
ubicollab/ubishare,4837,105,34,0,392,51,270,15,122,36,29.508196721311474,27,17,13,0,0,3,0,0,8
cens/ohmagephone,35514,955,301,0,2772,87,1905,42,867,45,5.190311418685121,103,175,198,0,15,42,1,0,21
timmolter/xchange,35377,834,799,4,4299,932,3433,653,866,279,32.21709006928407,263,138,163,0,98,5,0,0,38
ajanata/pretendyourexyzzy,4357,149,59,1,239,16,179,11,60,5,8.333333333333332,14,26,28,0,2,16,0,0,1
bitronix/btm,20473,2252,219,17,1840,693,1404,557,436,136,31.19266055045872,424,335,318,0,140,10,0,4,86
lookfirst/jmxtrans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quarnster/sublimejava,677,13,1,0,22,0,0,0,22,0,0.0,1,9,10,0,0,0,0,0,0
igor-petruk/protobuf-maven-plugin,255,26,2,0,14,10,3,1,11,9,81.81818181818183,10,4,6,0,4,0,0,0,0
emilybjoerk/lsml,21081,597,281,3,206,161,147,146,59,15,25.423728813559322,106,85,88,0,17,8,0,5,38
mulesoft/quartz-mongodb,983,93,3,0,92,64,76,52,16,12,75.0,31,12,14,0,11,2,0,0,0
moddamage/moddamage,30958,2074,354,3,1496,414,889,253,607,161,26.523887973640857,255,175,175,0,31,108,30,1,293
yegor256/rultor,28842,1274,524,3,2123,506,1544,430,579,76,13.126079447322972,294,190,179,0,138,4,1,7,70
mw-ding/mapreduceframework,2517,228,58,0,250,22,219,16,31,6,19.35483870967742,0,49,54,0,0,2,0,0,0
tomyeh/zuss,3354,168,43,1,207,33,125,7,82,26,31.70731707317073,66,21,18,0,5,2,0,0,6
kovmarci86/android-secure-preferences,1519,108,19,1,124,30,98,24,26,6,23.076923076923077,14,17,27,0,13,0,0,0,0
sorroko/httpconsole,1088,41,13,1,11,0,5,0,6,0,0.0,9,20,20,0,0,0,0,0,0
gonjay/rubychina4android,5869,87,78,0,478,1,365,0,113,1,0.8849557522123894,10,24,17,0,0,4,0,0,2
difi/datahotel,3776,228,64,1,345,51,323,46,22,5,22.727272727272727,22,44,50,0,16,2,0,0,0
joelb-git/lqt,857,19,2,0,53,36,29,28,24,8,33.33333333333333,13,1,1,0,0,0,0,0,0
pascaldevink/intellij-thesaurus,441,19,11,1,41,8,27,2,14,6,42.857142857142854,3,1,3,0,0,0,0,0,0
prasannata/stackx,18994,799,150,4,1598,78,851,44,747,34,4.551539491298527,31,111,118,0,5,3,0,0,40
claudemamo/mule-transport-zeromq,2317,153,17,0,213,43,178,38,35,5,14.285714285714285,41,23,25,0,18,1,0,0,0
sciss/netutil,2998,869,14,1,7,3,6,3,1,0,0.0,17,48,50,0,19,30,0,2,10
spring-projects/spring-cloud,5351,137,175,2,490,23,352,22,138,1,0.7246376811594203,30,22,22,0,17,2,0,0,2
informationintegrationgroup/web-karma-public,59353,2576,580,6,3024,262,2227,142,797,120,15.056461731493098,112,429,451,0,31,127,0,0,13
jprante/elasticsearch-river-oai,532,35,5,0,48,7,46,7,2,0,0.0,2,7,7,0,0,0,0,0,0
impetus-opensource/kundera,246579,3663,1971,24,17173,1694,12370,1284,4803,410,8.536331459504476,880,1319,1876,0,2,12,0,0,0
vladimirvivien/jmx-cli,2088,223,23,0,149,66,122,43,27,23,85.18518518518519,46,40,60,0,37,2,0,0,0
tinkerpop/furnace,2312,36,59,0,290,6,262,6,28,0,0.0,32,1,1,0,0,0,0,0,0
konstantinos-mavridis/bluecf,246,33,8,0,20,0,15,0,5,0,0.0,0,7,7,0,0,0,0,0,1
fasterxml/jackson-core,21978,501,143,3,1508,568,1044,387,464,181,39.008620689655174,72,79,74,0,7,5,0,0,5
duncanje/android-open-wifi-network-remover,481,4,8,0,33,0,23,0,10,0,0.0,0,1,1,0,0,0,0,0,0
googlewallet/walletobjects-quickstart-java,1364,53,17,0,134,6,112,5,22,1,4.545454545454546,1,10,16,0,0,0,0,0,0
mightypork/rpw,14171,529,156,0,1127,43,581,13,546,30,5.4945054945054945,5,114,108,0,0,32,0,0,9
oaqa/helloqa,428,25,8,0,29,11,19,11,10,0,0.0,2,6,6,0,2,0,0,0,0
catageek/bcprotect,1624,35,30,0,124,0,89,0,35,0,0.0,3,8,8,0,0,0,0,0,0
inovex/zax,9884,657,98,2,809,41,639,17,170,24,14.117647058823529,61,122,128,0,44,7,0,0,57
tomp2p/tomp2p,43459,2577,344,3,3571,763,2891,569,680,194,28.52941176470588,272,345,167,0,29,28,0,5,584
moocar/logback-gelf,1149,85,14,0,123,8,88,4,35,4,11.428571428571429,12,17,17,0,11,3,0,0,0
bluejamesbond/textjustify-android,337,2,2,0,10,0,7,0,3,0,0.0,0,1,1,0,0,0,0,0,0
envirocar/envirocar-app,37698,1682,314,27,3249,209,2440,122,809,87,10.754017305315204,233,237,313,0,106,19,0,1,6
edp/danbo,3118,137,34,0,221,4,126,3,95,1,1.0526315789473684,6,31,32,0,1,2,0,0,3
nickrussler/commentbox,3824,167,60,0,475,12,403,11,72,1,1.3888888888888888,22,32,32,0,5,7,0,0,2
mulesoft/twitter-connector,2118,207,39,0,210,67,180,66,30,1,3.3333333333333335,9,51,51,0,6,0,0,0,0
openntf/javascriptaggregator,25654,1416,198,7,1359,498,1043,363,316,135,42.721518987341774,217,241,208,0,51,3,0,0,59
dwdyer/reportng,1165,24,18,1,107,12,80,1,27,11,40.74074074074074,6,6,3,0,0,0,0,0,0
felixpalmer/android-visualizer,701,19,11,0,63,1,41,1,22,0,0.0,2,3,4,0,1,0,0,0,0
jason-cech/main-backpack,4937,137,136,0,407,2,297,2,110,0,0.0,61,13,15,0,0,2,0,0,0
nerdwin15/stash-jenkins-postreceive-webhook,1745,29,42,0,136,49,121,45,15,4,26.666666666666668,1,5,5,0,1,4,0,0,0
openrefine/openrefine,61410,3010,540,5,2659,491,1962,297,697,194,27.83357245337159,228,610,583,0,50,56,0,0,128
echocat/jomon,38592,2787,576,15,4385,985,2996,680,1389,305,21.958243340532757,510,537,351,0,197,2,0,3,218
jamesnorris/ablockalypse,8960,87,116,0,921,2,760,0,161,2,1.2422360248447204,1,20,22,0,0,4,0,0,0
vemacs/shortify,1194,198,19,1,85,20,63,18,22,2,9.090909090909092,12,33,32,0,5,1,0,0,2
manuelpeinado/glassactionbar,1434,6,33,0,132,0,69,0,63,0,0.0,2,1,1,0,0,0,0,0,0
morfologik/morfologik-stemming,7138,201,69,0,493,112,300,69,193,43,22.279792746113987,75,28,25,0,10,2,0,0,10
yandexmobile/yandexmapkit-android,1114,0,24,0,64,0,60,0,4,0,0.0,0,0,0,0,0,0,0,0,0
eniripsa96/enchantmentpack,3399,0,93,0,305,0,264,0,41,0,0.0,0,0,0,0,0,0,0,0,0
drugis/addis,48188,492,585,3,4211,229,3124,168,1087,61,5.611775528978841,194,65,73,0,35,6,0,0,1
betterphp/infiniteplots,2547,69,41,0,0,0,0,0,0,0,0,2,14,14,0,0,0,0,0,0
mysema/rdfbean,46513,1721,809,6,4004,575,3310,474,694,101,14.553314121037463,423,288,225,0,207,3,0,1,147
kromonos/mustard-mod,14243,1640,101,4,1133,91,752,69,381,22,5.774278215223097,107,277,335,0,87,46,0,0,6
gwt-test-utils/gwt-test-utils,41551,2061,614,14,3769,403,2242,265,1527,138,9.037328094302556,434,297,301,0,167,23,0,0,20
karussell/elasticsearch-reindex,1027,84,13,0,83,8,68,6,15,2,13.333333333333334,13,17,16,0,10,0,0,0,1
medcl/elasticsearch-carrot2,1363,38,15,0,152,13,137,10,15,3,20.0,3,7,7,0,1,1,0,0,0
openshift/jenkins-cloud-plugin,1253,112,9,0,97,19,65,7,32,12,37.5,17,19,20,0,7,1,0,0,0
membrane/monitor,10113,230,169,0,923,35,569,28,354,7,1.977401129943503,20,50,48,0,7,4,0,0,4
btmura/rbb,22991,432,229,0,2176,215,1110,163,1066,52,4.878048780487805,45,73,47,0,4,7,0,0,61
swp-uebersetzerbau-ss13/fuc,31885,713,327,4,1776,387,1444,348,332,39,11.74698795180723,132,112,117,0,15,8,0,0,0
msgpack/msgpack-java,40956,1282,291,6,3932,2622,3493,2494,439,128,29.157175398633257,356,201,205,0,63,13,0,0,62
dita-ot/dita-ot,32305,2573,237,5,1883,508,1310,360,573,148,25.82897033158813,298,401,423,0,142,26,0,3,40
genazt/cloudchat,9241,137,188,0,683,32,604,0,79,32,40.50632911392405,13,27,27,0,12,0,0,0,0
junichi11/fuelphp-netbeans,8845,201,92,0,776,19,425,9,351,10,2.849002849002849,2,45,45,0,0,2,0,1,7
mfornos/humanize,7611,87,97,0,802,136,404,86,398,50,12.562814070351758,45,40,39,0,0,0,0,0,0
alkarinv/battlearena,38025,1807,415,7,2840,109,1892,38,948,71,7.489451476793249,126,420,452,0,19,94,0,0,1
snursmumrik/fmusim-rodin,28891,683,266,2,2264,49,1222,20,1042,29,2.783109404990403,45,110,118,0,9,18,0,0,5
ogrodnek/csv-serde,185,16,2,0,11,8,9,8,2,0,0.0,3,3,3,0,2,0,0,0,0
splitwise/tokenautocomplete,1173,0,5,0,109,0,74,0,35,0,0.0,0,0,0,0,0,0,0,0,0
derkork/intellij-leiningen-plugin,1842,43,38,1,222,13,163,6,59,7,11.864406779661017,6,8,7,0,1,0,0,0,1
jacobmoncur/quiltviewlibrary,583,0,4,0,4,0,2,0,2,0,0.0,0,0,0,0,0,0,0,0,0
cexbrayat/linkit,9969,130,233,1,999,26,606,2,393,24,6.106870229007633,4,23,24,0,3,5,0,0,0
bartdag/py4j,12269,1231,169,6,998,83,628,35,370,48,12.972972972972974,65,219,228,0,42,2,0,0,10
mkarneim/pojobuilder,8722,500,204,2,1046,55,965,55,81,0,0.0,141,86,127,0,125,0,0,0,3
loopj/android-async-http,5036,282,48,1,491,45,395,25,96,20,20.833333333333336,34,46,44,0,7,4,0,0,9
ngdata/hbase-indexer,20328,1682,229,13,1514,532,1041,339,473,193,40.803382663847785,402,233,240,0,128,14,0,0,48
teamcohen/proppr,10363,314,122,1,655,13,457,9,198,4,2.0202020202020203,54,50,65,0,15,0,0,0,2
cyberpython/glossa-interpreter,7315,257,76,4,631,26,313,6,318,20,6.289308176100629,66,26,34,0,2,2,0,0,0
magja/magja,11876,1026,114,3,1141,203,1032,173,109,30,27.522935779816514,177,172,187,0,112,1,0,0,0
balr0g/powerconverters,1426,0,17,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ltguide/craftbukkit-minebackup,1206,42,14,0,97,2,67,1,30,1,3.3333333333333335,0,9,9,0,0,4,0,0,0
brooklyncentral/brooklyn,152779,5965,1635,8,12534,2206,9298,1896,3236,310,9.57972805933251,1155,1046,955,0,525,91,0,7,216
cts2/bioportal-service,5234,195,48,0,278,17,179,17,99,0,0.0,65,35,35,0,23,2,0,0,0
openiotorg/openiot,76482,5337,658,7,5673,502,3842,336,1831,166,9.06608410704533,197,1051,1190,0,76,270,0,0,36
jmchilton/blend4j,3559,61,88,0,488,20,410,10,78,10,12.82051282051282,11,12,11,0,5,1,0,0,1
gillesb/ical-import-export,2281,104,22,0,154,4,101,2,53,2,3.7735849056603774,0,20,17,0,0,0,0,0,5
seanstaley/database-query-plugin,795,17,19,0,87,30,76,30,11,0,0.0,0,3,3,0,0,1,0,0,0
sheimi/sgit,5962,294,73,1,543,10,361,4,182,6,3.296703296703297,5,41,86,0,4,51,0,0,0
fornwall/eclipsescript,2534,212,38,1,189,49,122,38,67,11,16.417910447761194,25,35,30,0,6,3,0,0,6
bluemeanie/bitcoingraphdb,809,56,12,3,68,23,55,17,13,6,46.15384615384615,1,8,11,0,1,1,0,0,0
robolectric/deckard,29,0,3,0,2,1,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0
jenkinsci/instance-identity-module,148,26,3,0,13,8,8,5,5,3,60.0,3,6,4,0,3,0,0,0,2
karussell/elasticsearch-rollindex,480,24,4,0,38,4,32,4,6,0,0.0,6,5,5,0,2,0,0,0,0
camsys/onebusaway-nyc,65008,2370,893,6,6099,538,5265,451,834,87,10.431654676258994,189,452,460,0,89,61,0,2,42
johnlindquist/angularjs-plugin,554,8,8,0,58,2,52,2,6,0,0.0,0,2,2,0,0,0,0,0,0
lunatech-labs/play-module-less,243,28,7,0,19,1,9,0,10,1,10.0,0,6,5,0,0,2,0,0,1
mtihc/treasurechest,8195,606,92,3,627,91,508,85,119,6,5.042016806722689,200,68,98,0,12,18,0,0,0
blopker/wamplay,1250,53,40,0,111,5,62,3,49,2,4.081632653061225,6,7,12,0,2,0,0,0,0
leleuj/pac4j,16895,673,302,6,1672,63,1267,29,405,34,8.395061728395062,143,85,86,0,40,4,0,0,7
borisvl/pdf4eclipse,2651,90,33,0,171,14,151,13,20,1,5.0,5,18,23,0,3,4,0,0,0
dukeboard/kevoree-genetic,49402,1285,761,9,2691,487,1974,346,717,141,19.665271966527197,244,188,187,0,35,12,0,0,45
nathanmarz/storm-contrib,1679,110,31,1,141,6,123,3,18,3,16.666666666666664,16,21,21,0,12,2,0,0,0
andrepl/livestocklock,1077,16,14,0,85,0,76,0,9,0,0.0,3,2,2,0,0,0,0,0,0
lordakkarin/dispenserrefill,392,70,6,1,23,5,23,5,0,0,0,4,10,14,0,2,0,0,0,0
tom-dignan/nifty,244,0,10,0,22,0,11,0,11,0,0.0,0,0,0,0,0,0,0,0,0
idrc/tagin,6971,213,88,2,723,21,564,15,159,6,3.7735849056603774,11,33,43,0,1,3,0,0,0
saucelabs/saucerest-java,351,61,4,0,24,6,16,4,8,2,25.0,4,14,15,0,3,1,0,0,0
eyeem/chips-android,2175,31,18,0,197,4,148,4,49,0,0.0,0,9,8,0,0,2,0,0,0
randude14/lotteryplus,5166,258,67,1,443,11,295,8,148,3,2.027027027027027,10,47,49,0,2,9,0,0,0
njd5475/life,306,0,3,0,39,0,35,0,4,0,0.0,0,0,0,0,0,0,0,0,0
trentech/mytownecon,3524,248,25,0,106,3,62,2,44,1,2.272727272727273,8,53,54,0,0,0,0,0,0
tlrx/elasticsearch-test,2861,144,70,1,252,60,156,41,96,19,19.791666666666664,19,26,25,0,7,0,0,0,7
owasp/owasp-webscarab,39365,2260,279,2,3505,206,2686,141,819,65,7.936507936507936,123,470,479,0,38,86,0,0,27
datasalt/splout-db,24109,2011,209,2,1901,673,1636,527,265,146,55.094339622641506,372,268,279,0,173,22,0,0,93
vcnc/haeinsa,4183,173,37,4,356,154,271,100,85,54,63.52941176470588,26,37,21,0,9,0,0,0,0
mteodori/jira-git-plugin,2792,151,34,0,252,26,207,12,45,14,31.11111111111111,15,32,25,0,8,4,0,0,12
michal-lipski/page-objects-webdriver,111,0,5,0,14,0,9,0,5,0,0.0,0,0,0,0,0,0,0,0,0
malkierian/plasmacraft,8427,0,59,0,40,0,20,0,20,0,0.0,0,0,0,0,0,0,0,0,0
pcingola/snpsift,14439,610,126,0,727,24,646,20,81,4,4.938271604938271,107,114,66,0,27,0,0,0,0
endgameinc/elasticsearch-river-kafka,1013,100,19,0,47,21,36,17,11,4,36.36363636363637,9,21,24,0,9,0,0,0,0
nitorcreations/robotframework-eclipseide,9384,196,145,0,878,256,630,200,248,56,22.58064516129032,63,38,40,0,19,5,0,0,1
devkook/restinjetty,356,10,11,0,46,2,42,2,4,0,0.0,1,2,3,0,1,0,0,0,0
coreywang/rcuinfomanager,10502,397,132,1,1348,63,1116,33,232,30,12.931034482758621,75,64,73,0,9,9,0,0,1
croesch/partimana,15685,197,217,1,1060,117,806,43,254,74,29.133858267716533,25,33,23,0,0,2,0,0,13
ragnraok/android-image-filter,785,2,23,0,43,0,18,0,25,0,0.0,2,0,0,0,0,0,0,0,0
thymeleaf/thymeleaf-itutorial,897,23,25,0,97,4,77,4,20,0,0.0,6,5,5,0,3,2,0,0,0
tokudu/androidpushnotificationsdemo,451,26,3,0,29,4,14,2,15,2,13.333333333333334,0,6,6,0,0,0,0,0,0
mtoader/google-go-lang-idea-plugin,47520,601,754,2,4076,830,2722,764,1354,66,4.874446085672083,125,103,106,0,14,22,0,0,3
dekellum/iudex,10594,420,132,1,864,94,580,72,284,22,7.746478873239436,83,62,55,0,23,4,0,1,30
maihde/mongo-oda-birt,2289,150,21,0,163,106,139,104,24,2,8.333333333333332,36,36,38,0,13,2,0,0,3
mozilla/mozstumbler,4102,219,32,0,316,23,172,17,144,6,4.166666666666666,21,40,38,0,5,7,0,0,16
sdenier/geco,28247,891,283,1,2786,210,2124,167,662,43,6.495468277945619,23,188,200,0,6,31,0,0,2
kegbot/kegbot-android,14285,735,141,5,1252,116,795,83,457,33,7.2210065645514225,69,126,103,0,18,19,0,9,35
mbedward/jaitools,24760,540,216,5,1684,110,1203,97,481,13,2.7027027027027026,177,75,58,0,10,5,0,0,49
leocadiotine/webcachedimageview,563,50,4,0,31,3,12,0,19,3,15.789473684210526,7,10,9,0,0,0,0,0,2
ianhlavats/primefaces-starter,3120,45,78,0,359,4,342,3,17,1,5.88235294117647,1,8,10,0,1,0,0,0,0
inmite/android-styled-dialogs,941,1,10,0,95,0,65,0,30,0,0.0,1,0,0,0,0,0,0,0,0
dougedey/strangebrew,21338,1049,80,0,970,56,819,42,151,14,9.271523178807946,26,230,282,0,4,7,0,0,0
ushahidi/ushahidi_android,36015,1058,276,0,3528,2,2647,2,881,0,0.0,152,147,174,0,23,30,0,1,24
psdev/licensesdialog,972,40,19,0,134,15,99,5,35,10,28.57142857142857,12,7,6,0,4,1,0,0,1
orfjackal/retrolambda,840,41,17,0,94,16,46,10,48,6,12.5,8,8,8,0,5,0,0,0,0
peter200lx/toolbelt,4429,108,21,0,129,0,78,0,51,0,0.0,21,5,5,0,0,4,0,0,0
dereulenspiegel/habsweetie,7945,116,113,0,743,15,529,6,214,9,4.205607476635514,7,21,24,0,3,2,0,0,0
greenrobot/greendao,14850,614,169,2,1793,85,1374,35,419,50,11.933174224343675,162,111,53,0,17,0,0,0,67
imeji-community/imeji,30785,627,295,4,2910,368,2104,227,806,141,17.49379652605459,169,304,314,0,0,1,0,0,0
stanfy/enroscar,25569,759,378,2,2940,321,2070,245,870,76,8.735632183908045,171,114,107,0,28,17,0,1,24
literalice/grails-xwiki-rendering,409,32,13,0,60,0,54,0,6,0,0.0,8,8,8,0,8,0,0,0,0
couchbaselabs/grocerysync-android,370,29,4,0,27,4,15,0,12,4,33.33333333333333,1,6,6,0,1,0,0,0,0
davidcampos/gimli,5780,253,44,1,328,42,200,18,128,24,18.75,32,51,56,0,28,0,0,0,0
jsevellec/cassandra-unit-examples,498,0,15,0,29,19,27,19,2,0,0.0,0,0,0,0,0,0,0,0,0
andrewphorn/classicube-client,23058,700,257,4,1268,150,931,78,337,72,21.364985163204746,88,142,123,0,15,10,0,0,3
kruton/android-keyczar-demo,254,23,3,0,30,10,10,3,20,7,35.0,2,5,5,0,1,0,0,0,0
mistertea/mamehub,52820,2480,127,1,4725,1110,4047,909,678,201,29.646017699115045,609,409,437,0,204,15,0,0,18
orfjackal/idea-sbt-plugin,2058,104,30,0,247,31,186,26,61,5,8.19672131147541,6,23,21,0,2,4,0,0,2
stiglau/vdvil,18928,491,378,1,1732,121,1378,92,354,29,8.192090395480225,150,78,75,0,22,4,0,1,25
wokier/java-to-os-notify,979,91,31,1,94,13,57,10,37,3,8.108108108108109,10,17,21,0,8,9,0,0,0
bubba0077/trivia,9562,298,45,0,558,56,475,54,83,2,2.4096385542168677,0,90,69,0,0,1,0,0,0
square/otto,1691,188,29,0,176,30,146,24,30,6,20.0,38,30,30,0,6,1,0,0,2
chaseoes/firstjoinplus,1348,112,8,0,79,6,46,3,33,3,9.090909090909092,4,17,19,0,0,4,0,0,0
grebeniuk/java2sqlidea,539,16,20,1,55,0,35,0,20,0,0.0,0,0,0,0,0,0,0,0,0
jakewharton/actionbarsherlock,25390,412,158,0,2512,3,1998,2,514,1,0.19455252918287938,80,67,76,0,14,10,0,1,6
leleuj/cas-pac4j-oauth-demo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nolanlawson/catlog,5667,292,55,0,476,8,239,4,237,4,1.6877637130801686,4,52,50,0,1,6,0,0,22
pentaho/kettle-storm,1265,139,21,1,101,18,76,13,25,5,20.0,33,21,18,0,10,0,0,2,6
antofosm/osmt,1239,212,6,0,18,5,13,5,5,0,0.0,0,38,41,0,0,0,0,0,0
overturetool/overture,213099,8882,2137,40,9650,2459,8137,1686,1513,773,51.09054857898215,1211,1749,2280,0,460,398,0,1,37
cens/ohmageserver,66588,13492,367,11,1639,274,1224,241,415,33,7.951807228915662,2830,1824,2063,0,1310,69,0,19,103
bluelock/camel-spring-amqp,2025,99,21,0,196,70,173,62,23,8,34.78260869565217,26,14,18,0,10,0,0,0,0
tamingtext/book,8173,246,83,0,448,151,304,93,144,58,40.27777777777778,61,38,44,0,14,6,0,1,7
torkildr/trommelyd,664,8,7,0,53,0,31,0,22,0,0.0,0,2,2,0,0,2,0,0,0
koush/urlimageviewhelper,1150,77,14,0,106,3,45,0,61,3,4.918032786885246,6,12,12,0,0,6,0,0,2
sirthias/pegdown,2744,22,60,1,387,0,348,0,39,0,0.0,7,3,2,0,1,1,0,0,2
neo4j-contrib/neo_lock_down,79,0,2,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
